INFO 2025-10-27 13:53:19,769 autoreload 33276 7692 Watching for file changes with StatReloader
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\views.py", line 89, in dispatch
    return super().dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\generic\base.py", line 144, in dispatch
    return handler(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\generic\edit.py", line 151, in post
    return self.form_valid(form)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\views.py", line 108, in form_valid
    auth_login(self.request, form.get_user())
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\__init__.py", line 187, in login
    request.session.cycle_key()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\base.py", line 432, in cycle_key
    self.create()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\cache.py", line 55, in create
    self._session_key = self._get_new_session_key()
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\base.py", line 196, in _get_new_session_key
    if not self.exists(session_key):
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\cache.py", line 117, in exists
    bool(session_key) and (self.cache_key_prefix + session_key) in self._cache
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\base.py", line 301, in __contains__
    return self.has_key(key)
           ^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\redis.py", line 211, in has_key
    return self._cache.has_key(key)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\redis.py", line 131, in has_key
    return bool(client.exists(key))
                ^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\commands\core.py", line 1741, in exists
    return self.execute_command("EXISTS", *names, keys=names)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\client.py", line 657, in execute_command
    return self._execute_command(*args, **options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\client.py", line 663, in _execute_command
    conn = self.connection or pool.get_connection()
                              ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\utils.py", line 196, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 2601, in get_connection
    connection.connect()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 846, in connect
    self.connect_check_health(check_health=True)
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 863, in connect_check_health
    raise ConnectionError(self._error_message(e))
redis.exceptions.ConnectionError: Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
ERROR 2025-10-28 08:20:55,047 basehttp 26792 12236 "POST /admin/login/?next=/admin/ HTTP/1.1" 500 245419
INFO 2025-10-28 08:21:28,278 basehttp 26792 12236 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4183
INFO 2025-10-28 08:21:45,839 basehttp 26792 12236 "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4361
ERROR 2025-10-28 08:22:03,274 log 26792 12236 Internal Server Error: /admin/login/
Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 855, in connect_check_health
    sock = self.retry.call_with_retry(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\retry.py", line 116, in call_with_retry
    return do()
           ^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 856, in <lambda>
    lambda: self._connect(), lambda error: self.disconnect(error)
            ^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 1306, in _connect
    raise err
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 1290, in _connect
    sock.connect(socket_address)
ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\admin\sites.py", line 449, in login
    return LoginView.as_view(**defaults)(request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\generic\base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\decorators\debug.py", line 143, in sensitive_post_parameters_wrapper
    return view(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\views.py", line 89, in dispatch
    return super().dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\generic\base.py", line 144, in dispatch
    return handler(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\generic\edit.py", line 151, in post
    return self.form_valid(form)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\views.py", line 108, in form_valid
    auth_login(self.request, form.get_user())
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\__init__.py", line 187, in login
    request.session.cycle_key()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\base.py", line 432, in cycle_key
    self.create()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\cache.py", line 55, in create
    self._session_key = self._get_new_session_key()
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\base.py", line 196, in _get_new_session_key
    if not self.exists(session_key):
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\cache.py", line 117, in exists
    bool(session_key) and (self.cache_key_prefix + session_key) in self._cache
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\base.py", line 301, in __contains__
    return self.has_key(key)
           ^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\redis.py", line 211, in has_key
    return self._cache.has_key(key)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\redis.py", line 131, in has_key
    return bool(client.exists(key))
                ^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\commands\core.py", line 1741, in exists
    return self.execute_command("EXISTS", *names, keys=names)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\client.py", line 657, in execute_command
    return self._execute_command(*args, **options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\client.py", line 663, in _execute_command
    conn = self.connection or pool.get_connection()
                              ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\utils.py", line 196, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 2601, in get_connection
    connection.connect()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 846, in connect
    self.connect_check_health(check_health=True)
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 863, in connect_check_health
    raise ConnectionError(self._error_message(e))
redis.exceptions.ConnectionError: Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
ERROR 2025-10-28 08:22:03,274 basehttp 26792 12236 "POST /admin/login/?next=/admin/ HTTP/1.1" 500 245419
INFO 2025-10-28 08:22:50,070 autoreload 26792 2448 C:\Users\USER\Desktop\projects\sat_data_automation_4\server\pipeline_monitoring\settings.py changed, reloading.
INFO 2025-10-28 08:22:50,779 autoreload 21852 27532 Watching for file changes with StatReloader
INFO 2025-10-28 08:23:57,655 basehttp 21852 21560 "OPTIONS /api/auth/users/ HTTP/1.1" 200 0
WARNING 2025-10-28 08:23:57,837 log 21852 21560 Bad Request: /api/auth/users/
WARNING 2025-10-28 08:23:57,837 basehttp 21852 21560 "POST /api/auth/users/ HTTP/1.1" 400 58
INFO 2025-10-28 09:21:58,214 basehttp 21852 24144 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-28 09:21:58,231 basehttp 21852 24144 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4183
INFO 2025-10-28 09:24:14,164 autoreload 22568 22248 Watching for file changes with StatReloader
ERROR 2025-10-28 09:24:41,810 log 22568 30688 Internal Server Error: /admin/login/
Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 855, in connect_check_health
    sock = self.retry.call_with_retry(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\retry.py", line 116, in call_with_retry
    return do()
           ^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 856, in <lambda>
    lambda: self._connect(), lambda error: self.disconnect(error)
            ^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 1306, in _connect
    raise err
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 1290, in _connect
    sock.connect(socket_address)
ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\admin\sites.py", line 449, in login
    return LoginView.as_view(**defaults)(request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\generic\base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\decorators\debug.py", line 143, in sensitive_post_parameters_wrapper
    return view(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\views.py", line 89, in dispatch
    return super().dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\generic\base.py", line 144, in dispatch
    return handler(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\views\generic\edit.py", line 151, in post
    return self.form_valid(form)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\views.py", line 108, in form_valid
    auth_login(self.request, form.get_user())
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\auth\__init__.py", line 187, in login
    request.session.cycle_key()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\base.py", line 432, in cycle_key
    self.create()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\cache.py", line 55, in create
    self._session_key = self._get_new_session_key()
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\base.py", line 196, in _get_new_session_key
    if not self.exists(session_key):
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\contrib\sessions\backends\cache.py", line 117, in exists
    bool(session_key) and (self.cache_key_prefix + session_key) in self._cache
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\base.py", line 301, in __contains__
    return self.has_key(key)
           ^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\redis.py", line 211, in has_key
    return self._cache.has_key(key)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\django\core\cache\backends\redis.py", line 131, in has_key
    return bool(client.exists(key))
                ^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\commands\core.py", line 1741, in exists
    return self.execute_command("EXISTS", *names, keys=names)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\client.py", line 657, in execute_command
    return self._execute_command(*args, **options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\client.py", line 663, in _execute_command
    conn = self.connection or pool.get_connection()
                              ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\utils.py", line 196, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 2601, in get_connection
    connection.connect()
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 846, in connect
    self.connect_check_health(check_health=True)
  File "C:\Users\USER\.virtualenvs\server-SkEj4tMZ\Lib\site-packages\redis\connection.py", line 863, in connect_check_health
    raise ConnectionError(self._error_message(e))
redis.exceptions.ConnectionError: Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
ERROR 2025-10-28 09:24:41,810 basehttp 22568 30688 "POST /admin/login/?next=/admin/ HTTP/1.1" 500 245409
INFO 2025-10-28 09:38:05,213 autoreload 32456 26108 Watching for file changes with StatReloader
INFO 2025-10-28 09:38:17,070 basehttp 32456 34104 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-28 09:38:17,178 basehttp 32456 34104 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4183
INFO 2025-10-28 09:38:31,994 basehttp 32456 34104 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-10-28 09:38:32,061 basehttp 32456 34104 "GET /admin/ HTTP/1.1" 200 14351
INFO 2025-10-28 09:38:32,159 basehttp 32456 34104 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-10-28 09:38:32,196 basehttp 32456 34104 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-10-28 09:38:32,196 basehttp 32456 34704 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-10-28 09:57:43,930 basehttp 32456 22280 "GET /admin/monitoring/satelliteimage/ HTTP/1.1" 200 16058
INFO 2025-10-28 09:57:43,967 basehttp 32456 22280 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6878
INFO 2025-10-28 09:57:43,975 basehttp 32456 29652 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-10-28 09:57:43,981 basehttp 32456 33832 "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-10-28 09:57:43,985 basehttp 32456 22288 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777
INFO 2025-10-28 09:57:43,989 basehttp 32456 22280 "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-10-28 09:57:43,992 basehttp 32456 29652 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-10-28 09:57:43,998 basehttp 32456 33832 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-10-28 09:57:44,008 basehttp 32456 23948 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2025-10-28 09:57:44,019 basehttp 32456 23948 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-10-28 09:57:44,020 basehttp 32456 30136 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 09:57:44,039 basehttp 32456 30136 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-10-28 09:57:44,080 basehttp 32456 22288 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-10-28 09:57:44,100 basehttp 32456 30136 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-10-28 09:57:44,108 basehttp 32456 22288 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2025-10-28 09:57:47,750 basehttp 32456 25184 "GET /admin/monitoring/satelliteimage/add/ HTTP/1.1" 200 28426
INFO 2025-10-28 09:57:47,786 basehttp 32456 25184 "GET /static/admin/css/forms.css HTTP/1.1" 200 8525
INFO 2025-10-28 09:57:47,788 basehttp 32456 33284 "GET /static/gis/css/ol3.css HTTP/1.1" 200 773
INFO 2025-10-28 09:57:47,797 basehttp 32456 14860 "GET /static/admin/js/calendar.js HTTP/1.1" 200 9141
INFO 2025-10-28 09:57:47,800 basehttp 32456 34012 "GET /static/gis/js/OLMapWidget.js HTTP/1.1" 200 9019
INFO 2025-10-28 09:57:47,802 basehttp 32456 33016 "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 19319
INFO 2025-10-28 09:57:47,806 basehttp 32456 33284 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11973
INFO 2025-10-28 09:57:47,809 basehttp 32456 25184 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-10-28 09:57:47,819 basehttp 32456 32132 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 09:57:49,570 basehttp 32456 32132 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-10-28 09:57:58,590 basehttp 32456 25184 "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 677
INFO 2025-10-28 09:57:58,592 basehttp 32456 32132 "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1086
INFO 2025-10-28 09:59:06,833 basehttp 32456 32132 "GET /admin/monitoring/activitylog/ HTTP/1.1" 200 16954
INFO 2025-10-28 09:59:06,891 basehttp 32456 32132 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 09:59:08,949 basehttp 32456 32132 "GET /admin/monitoring/activitylog/add/ HTTP/1.1" 200 23403
INFO 2025-10-28 09:59:08,980 basehttp 32456 32132 "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 200 392
INFO 2025-10-28 09:59:09,000 basehttp 32456 25184 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 09:59:10,593 basehttp 32456 25184 "GET /admin/monitoring/activitylog/ HTTP/1.1" 200 16954
INFO 2025-10-28 09:59:12,832 basehttp 32456 25184 "GET /admin/monitoring/activitylog/add/ HTTP/1.1" 200 23403
